,Age,CustTenure,Channel,Occupation,EducationField,Gender,ExistingProdType,Designation,NumberOfPolicy,MaritalStatus,MonthlyIncome,ExistingPolicyTenure,Zone,PaymentMethod,AgentBonus_Per_Policy,SumAssured_Per_Policy
206,13.0,3.0,Agent,Salaried,Graduate,Male,4,AVP,4.0,Married,22716,1.0,West,Yearly,806.75,98422
207,8.0,6.0,Agent,Small Business,Under Graduate,Female,4,Manager,3.0,Divorced,18448,6.0,North,Yearly,1291.3333333333333,192412
208,8.0,8.0,Agent,Small Business,Under Graduate,Male,3,VP,5.0,Divorced,34406,8.0,West,Half Yearly,757.0,96887
209,10.0,16.0,Online,Small Business,Diploma,Female,3,Manager,3.0,Divorced,21538,1.0,North,Half Yearly,861.6666666666666,111136
210,21.0,10.0,Agent,Small Business,Under Graduate,Female,3,Manager,5.0,Divorced,19306,1.0,West,Half Yearly,695.0,88267
211,26.0,22.0,Third Party Partner,Small Business,Under Graduate,Male,3,Executive,2.0,Divorced,17258,4.0,North,Half Yearly,2157.5,407720
212,29.0,20.0,Agent,Salaried,Post Graduate,Female,3,Manager,3.0,Married,19522,5.0,North,Half Yearly,1627.0,286322
213,6.0,3.0,Agent,Salaried,Graduate,Female,4,Manager,2.0,Single,19487,4.0,West,Yearly,1461.5,242613
214,4.0,13.0,Online,Small Business,Under Graduate,Female,3,Manager,3.0,Divorced,19449,4.0,North,Half Yearly,1426.3333333333333,272415
215,2.0,6.0,Agent,Salaried,Graduate,Male,4,Executive,5.0,Divorced,17218,5.0,North,Yearly,378.8,175994
216,51.0,9.0,Third Party Partner,Salaried,Graduate,Male,3,VP,3.0,Married,34197,9.0,West,Half Yearly,2849.6666666666665,299223
217,19.0,6.0,Third Party Partner,Salaried,Graduate,Female,2,AVP,5.0,Divorced,28212,4.0,West,Quarterly,1241.4,151442
218,13.0,8.0,Agent,Large Business,Engineer,Female,3,Manager,3.0,Single,21577,2.0,West,Half Yearly,863.0,132051
219,8.0,25.0,Agent,Small Business,Diploma,Male,2,Senior Manager,5.0,Divorced,23392,1.0,West,Quarterly,842.2,154948
220,4.0,2.0,Agent,Small Business,Under Graduate,Male,3,Manager,5.0,Married,19558,1.0,North,Half Yearly,430.2,83473
221,10.0,2.0,Agent,Small Business,Under Graduate,Male,3,Executive,5.0,Divorced,19031,1.0,North,Half Yearly,494.8,55913
222,7.0,21.0,Agent,Small Business,Under Graduate,Male,4,Senior Manager,3.0,Divorced,22969,1.0,West,Yearly,1148.3333333333333,207869
223,3.0,3.0,Agent,Salaried,Graduate,Male,3,Executive,2.0,Divorced,17654,1.0,North,Half Yearly,1500.5,214584
224,18.0,12.0,Agent,Salaried,Graduate,Female,3,AVP,2.0,Divorced,25709,9.0,East,Half Yearly,2997.5,437668
225,15.0,3.0,Third Party Partner,Salaried,Graduate,Female,3,Manager,3.0,Married,19556,1.0,North,Half Yearly,977.6666666666666,99735
226,24.0,19.0,Agent,Salaried,Graduate,Female,5,Manager,2.0,Single,21091,3.0,West,Yearly,2425.5,434158
227,20.0,20.0,Agent,Salaried,Graduate,Female,3,VP,5.0,Divorced,34566,20.0,West,Half Yearly,1313.6,174696
228,17.0,20.0,Agent,Small Business,Under Graduate,Female,3,Manager,3.0,Married,19810,5.0,West,Half Yearly,1122.6666666666667,126850
229,25.0,25.0,Third Party Partner,Large Business,Engineer,Female,4,Manager,2.0,Divorced,19523,2.0,West,Yearly,2050.0,258289
230,7.0,2.0,Agent,Large Business,Engineer,Female,3,Executive,4.0,Single,18202,2.0,North,Half Yearly,819.0,126959
231,12.0,12.0,Third Party Partner,Small Business,Diploma,Female,5,Executive,3.0,Married,17351,9.0,West,Yearly,1041.0,108270
232,12.0,6.0,Third Party Partner,Salaried,Graduate,Male,3,Executive,2.0,Divorced,16702,3.0,West,Half Yearly,1503.0,174989
233,30.0,15.0,Agent,Salaried,Graduate,Female,3,VP,3.0,Divorced,33041,15.0,North,Half Yearly,1652.0,308933
234,11.0,2.0,Agent,Salaried,Graduate,Female,3,Executive,2.0,Married,17886,2.0,West,Half Yearly,1431.0,237526
235,14.0,16.0,Online,Salaried,Graduate,Male,3,Executive,2.0,Divorced,17097,2.0,West,Half Yearly,1368.0,175994
236,26.0,26.0,Agent,Small Business,Under Graduate,Male,4,Senior Manager,3.0,Divorced,26935,4.0,North,Yearly,1436.6666666666667,265758
237,15.0,15.0,Agent,Large Business,Engineer,Female,4,Executive,4.0,Divorced,17546,3.0,North,Yearly,921.25,92116
238,11.0,11.0,Agent,Large Business,Engineer,Male,4,Executive,2.0,Unmarried,17564,2.0,West,Yearly,1844.0,309829
239,23.0,29.0,Online,Salaried,Post Graduate,Female,3,Senior Manager,5.0,Divorced,23412,1.0,North,Half Yearly,1170.6,187296
240,22.0,44.0,Agent,Small Business,Diploma,Male,4,AVP,2.0,Married,22319,3.0,West,Yearly,3640.0,396733
241,5.0,16.0,Agent,Salaried,Graduate,Male,4,AVP,3.0,Divorced,24177,3.0,West,Yearly,1816.0,270575
242,4.0,4.0,Online,Small Business,Under Graduate,Female,3,Executive,2.0,Unmarried,17564,3.0,West,Half Yearly,1054.0,111707
243,25.0,10.0,Third Party Partner,Small Business,Diploma,Female,4,Senior Manager,5.0,Divorced,25266,6.0,North,Yearly,1010.6,143510
244,20.0,17.0,Agent,Small Business,Under Graduate,Female,3,Manager,2.0,Married,20070,7.0,North,Half Yearly,1706.0,307071
245,7.0,7.0,Agent,Salaried,Graduate,Male,3,AVP,3.0,Divorced,32861,7.0,West,Half Yearly,1205.0,190374
246,5.0,13.0,Agent,Salaried,Graduate,Male,5,Executive,3.0,Single,19230,2.0,West,Yearly,897.3333333333334,129225
247,18.0,21.0,Agent,Salaried,Graduate,Female,3,Manager,3.0,Single,18780,3.0,West,Half Yearly,1189.3333333333333,179599
248,12.0,12.0,Agent,Salaried,Graduate,Male,4,Executive,3.0,Married,17768,1.0,North,Yearly,651.3333333333334,121177
249,10.0,19.0,Agent,Small Business,Diploma,Female,4,Senior Manager,2.0,Divorced,24071,5.0,North,Yearly,2407.0,272002
250,26.0,17.0,Agent,Salaried,Graduate,Male,3,Senior Manager,4.0,Married,25648,2.0,West,Half Yearly,1090.0,109004
251,5.0,23.0,Agent,Small Business,Under Graduate,Male,3,Senior Manager,3.0,Divorced,28610,2.0,West,Half Yearly,1526.0,285337
252,14.0,2.0,Agent,Small Business,Under Graduate,Male,5,Executive,2.0,Married,18408,2.0,West,Yearly,2301.0,460200
253,2.0,1.0,Agent,Small Business,Diploma,Male,3,Executive,4.0,Single,17983,1.0,West,Half Yearly,539.5,86858
254,27.0,16.0,Agent,Salaried,Graduate,Male,3,Senior Manager,3.0,Divorced,22632,2.0,North,Half Yearly,1810.6666666666667,344006
255,5.0,14.0,Third Party Partner,Salaried,Graduate,Male,3,Senior Manager,3.0,Divorced,24824,3.0,North,Half Yearly,910.3333333333334,161107
256,8.0,3.0,Third Party Partner,Salaried,MBA,Female,3,Senior Manager,5.0,Married,24950,2.0,West,Half Yearly,549.0,102095
257,4.0,17.0,Third Party Partner,Salaried,Post Graduate,Male,3,Executive,3.0,Divorced,17093,2.0,North,Half Yearly,1424.3333333333333,175994
258,11.0,5.0,Online,Small Business,Under Graduate,Male,3,Senior Manager,2.0,Single,24980,2.0,West,Half Yearly,2748.0,417665
259,8.0,21.0,Third Party Partner,Large Business,Engineer,Male,4,Executive,3.0,Single,18894,1.0,West,Yearly,1385.6666666666667,275726
260,19.0,19.0,Agent,Small Business,Diploma,Female,3,Manager,2.0,Divorced,19051,2.0,West,Half Yearly,1905.0,295290
261,5.0,32.0,Agent,Salaried,Graduate,Female,3,AVP,4.0,Single,22943,9.0,West,Half Yearly,1353.0,186712
262,16.0,3.0,Online,Salaried,Graduate,Male,3,Manager,2.0,Single,21230,2.0,West,Half Yearly,1592.5,278644
263,7.0,7.0,Agent,Small Business,Diploma,Male,3,Manager,3.0,Divorced,19717,9.0,West,Half Yearly,1183.0,126583
264,29.0,5.0,Agent,Salaried,Graduate,Female,3,AVP,3.0,Single,28237,1.0,North,Half Yearly,1600.0,208012
265,7.0,11.0,Third Party Partner,Salaried,Graduate,Female,3,Executive,3.0,Divorced,18755,1.0,West,Half Yearly,750.3333333333334,134285
266,19.0,4.0,Agent,Salaried,Graduate,Male,3,Manager,2.0,Single,21582,3.0,North,Half Yearly,1942.5,194238
267,12.0,9.0,Agent,Small Business,Under Graduate,Male,3,Senior Manager,5.0,Divorced,22406,5.0,West,Half Yearly,582.6,62333
268,8.0,19.0,Agent,Salaried,Post Graduate,Male,3,Manager,4.0,Divorced,19805,1.0,North,Half Yearly,940.75,123236
269,20.0,20.0,Third Party Partner,Salaried,Graduate,Female,3,Executive,3.0,Married,17741,8.0,West,Half Yearly,1301.0,199054
270,18.0,15.0,Agent,Large Business,Engineer,Male,3,Manager,2.0,Married,19262,7.0,West,Half Yearly,1830.0,204947
271,16.0,39.0,Agent,Small Business,Under Graduate,Female,2,AVP,3.0,Married,23383,23.0,North,Quarterly,2598.6666666666665,457365
272,25.0,25.0,Agent,Salaried,Graduate,Male,4,Senior Manager,2.0,Married,26557,1.0,West,Yearly,3187.0,449344
273,16.0,16.0,Third Party Partner,Small Business,Diploma,Male,3,Executive,4.0,Unmarried,16878,1.0,North,Half Yearly,1012.75,175994
274,18.0,15.0,Online,Salaried,Post Graduate,Male,5,Senior Manager,5.0,Married,25932,9.0,West,Yearly,726.0,120532
275,12.0,24.0,Online,Salaried,Post Graduate,Female,4,Manager,3.0,Single,21811,5.0,North,Yearly,1308.6666666666667,221163
276,10.0,10.0,Agent,Small Business,Under Graduate,Male,3,Manager,3.0,Married,19306,2.0,West,Half Yearly,1158.3333333333333,141320
277,10.0,3.0,Agent,Small Business,Under Graduate,Female,3,Manager,3.0,Single,19859,8.0,North,Half Yearly,860.6666666666666,162645
278,13.0,11.0,Agent,Salaried,Graduate,Male,2,Manager,2.0,Single,20337,2.0,North,Quarterly,1118.5,183439
279,16.0,16.0,Agent,Large Business,Engineer,Male,5,Executive,2.0,Unmarried,17340,2.0,North,Yearly,1560.5,195075
280,13.0,5.0,Agent,Large Business,Engineer,Female,3,Senior Manager,2.0,Single,22491,4.0,West,Half Yearly,1349.5,225360
281,18.0,14.0,Third Party Partner,Small Business,Under Graduate,Female,3,Senior Manager,3.0,Divorced,25527,6.0,West,Half Yearly,1531.6666666666667,261907
282,6.0,16.0,Agent,Salaried,Graduate,Female,3,AVP,5.0,Divorced,21917,4.0,North,Half Yearly,632.0,94153
283,12.0,12.0,Online,Small Business,Under Graduate,Male,3,Senior Manager,4.0,Married,23834,1.0,North,Half Yearly,1013.0,165110
284,10.0,30.0,Agent,Large Business,Engineer,Male,3,Manager,5.0,Married,20577,8.0,North,Half Yearly,987.6,104695
285,13.0,10.0,Online,Salaried,Post Graduate,Male,2,Manager,3.0,Divorced,19707,5.0,West,Quarterly,1116.6666666666667,115023
286,17.0,17.0,Third Party Partner,Small Business,Under Graduate,Male,3,Executive,2.0,Divorced,17400,1.0,West,Half Yearly,1392.0,186528
287,14.0,7.0,Agent,Small Business,Under Graduate,Female,3,Manager,3.0,Divorced,24824,3.0,North,Half Yearly,1158.3333333333333,121637
288,18.0,5.0,Agent,Salaried,Graduate,Female,3,Manager,4.0,Divorced,21447,7.0,North,Half Yearly,1126.0,190288
289,40.0,8.0,Agent,Salaried,Graduate,Male,4,VP,3.0,Married,34502,8.0,West,Yearly,2645.0,312128
290,13.0,13.0,Agent,Small Business,Under Graduate,Male,2,Executive,2.0,Divorced,17725,1.0,West,Quarterly,1684.0,330039
291,20.0,14.0,Agent,Small Business,Diploma,Male,3,Manager,4.0,Divorced,21272,6.0,North,Half Yearly,851.0,163369
292,8.0,13.0,Agent,Salaried,Post Graduate,Male,4,Executive,4.0,Divorced,17127,1.0,North,Yearly,642.25,175994
293,3.0,7.0,Third Party Partner,Small Business,Under Graduate,Male,3,VP,4.0,Divorced,33200,7.0,West,Half Yearly,830.0,143590
294,15.0,8.0,Agent,Small Business,Under Graduate,Male,3,Executive,3.0,Divorced,17096,8.0,West,Half Yearly,1253.6666666666667,175994
295,16.0,8.0,Third Party Partner,Salaried,Graduate,Female,3,Executive,3.0,Divorced,17886,8.0,West,Half Yearly,1311.6666666666667,203304
296,12.0,3.0,Third Party Partner,Salaried,Graduate,Male,4,Executive,5.0,Divorced,17033,2.0,North,Yearly,613.2,175994
297,17.0,17.0,Agent,Salaried,Graduate,Male,4,Executive,2.0,Divorced,18622,13.0,West,Yearly,2141.5,271974
298,13.0,16.0,Agent,Small Business,Under Graduate,Male,3,Manager,5.0,Married,19233,1.0,West,Half Yearly,654.0,67354
299,9.0,19.0,Agent,Salaried,Post Graduate,Male,4,Manager,2.0,Single,18681,1.0,West,Yearly,2335.0,287220
300,17.0,21.0,Agent,Small Business,Under Graduate,Male,2,Manager,2.0,Married,20460,1.0,North,Quarterly,1739.0,286951
301,13.0,21.0,Agent,Small Business,Under Graduate,Female,4,Executive,3.0,Married,17187,2.0,North,Yearly,1432.3333333333333,175994
302,3.0,3.0,Agent,Small Business,Diploma,Male,3,Manager,3.0,Divorced,24602,5.0,North,Half Yearly,984.0,186975
303,5.0,2.0,Agent,Salaried,Graduate,Female,4,Executive,4.0,Unmarried,17836,2.0,West,Yearly,668.75,78255
304,4.0,16.0,Agent,Salaried,Graduate,Female,3,Manager,2.0,Divorced,19089,1.0,West,Half Yearly,2004.5,200434
305,11.0,19.0,Agent,Salaried,Post Graduate,Male,4,AVP,2.0,Married,25738,1.0,West,Yearly,1897.5,254281
306,11.0,11.0,Agent,Salaried,Graduate,Female,3,Executive,5.0,Unmarried,17619,11.0,West,Half Yearly,740.0,147259
307,11.0,22.0,Third Party Partner,Small Business,Under Graduate,Male,3,Manager,3.0,Married,20679,1.0,North,Half Yearly,1240.6666666666667,176185
308,46.0,46.0,Agent,Salaried,Graduate,Female,4,AVP,5.0,Divorced,21528,6.0,West,Yearly,1520.2,152010
309,9.0,7.0,Agent,Salaried,Graduate,Female,4,Manager,3.0,Single,20985,3.0,West,Yearly,769.3333333333334,86948
310,8.0,8.0,Agent,Large Business,Engineer,Female,3,Executive,3.0,Married,17579,2.0,West,Half Yearly,1406.3333333333333,243293
311,17.0,2.0,Agent,Small Business,Diploma,Male,3,Executive,5.0,Married,18041,2.0,West,Half Yearly,866.0,109978
312,10.0,1.0,Agent,Large Business,Engineer,Male,3,Executive,3.0,Single,18447,1.0,West,Half Yearly,1106.6666666666667,110682
313,7.0,7.0,Agent,Salaried,Post Graduate,Male,3,VP,2.0,Divorced,34513,7.0,West,Half Yearly,1725.5,317519
314,4.0,4.0,Agent,Small Business,Under Graduate,Male,3,Executive,3.0,Divorced,17773,2.0,North,Half Yearly,592.3333333333334,62798
315,6.0,6.0,Agent,Small Business,Diploma,Male,3,Manager,3.0,Married,22104,8.0,West,Half Yearly,1842.0,348138
316,11.0,21.0,Agent,Salaried,Graduate,Female,3,Manager,2.0,Divorced,21322,2.0,North,Half Yearly,2665.5,386461
317,17.0,4.0,Third Party Partner,Small Business,Under Graduate,Female,3,Executive,3.0,Married,17083,2.0,North,Half Yearly,1423.6666666666667,175994
318,3.0,14.0,Agent,Small Business,Under Graduate,Female,3,Manager,5.0,Single,23381,1.0,West,Half Yearly,561.2,90344
319,20.0,20.0,Agent,Salaried,Graduate,Male,3,Executive,2.0,Divorced,17691,5.0,West,Half Yearly,2034.5,272618
320,4.0,13.0,Third Party Partner,Salaried,Graduate,Female,3,Manager,5.0,Divorced,19286,5.0,North,Half Yearly,424.2,64916
321,3.0,3.0,Agent,Salaried,Graduate,Female,3,Executive,2.0,Divorced,17659,1.0,North,Half Yearly,1412.5,151161
322,37.0,12.0,Agent,Salaried,Post Graduate,Male,3,Senior Manager,3.0,Divorced,24434,11.0,West,Half Yearly,2036.3333333333333,315606
323,17.0,26.0,Agent,Small Business,Under Graduate,Female,3,Manager,3.0,Divorced,20561,10.0,North,Half Yearly,1439.3333333333333,247554
324,4.0,4.0,Agent,Salaried,Graduate,Male,5,Manager,2.0,Single,21646,8.0,West,Yearly,1948.0,325339
325,23.0,9.0,Third Party Partner,Salaried,Graduate,Male,3,Manager,2.0,Married,22725,5.0,East,Half Yearly,2272.5,288607
326,6.0,36.0,Agent,Small Business,Under Graduate,Male,3,Senior Manager,4.0,Divorced,25725,4.0,West,Half Yearly,1479.25,215961
327,9.0,4.0,Agent,Small Business,Under Graduate,Male,4,Manager,4.0,Married,23847,3.0,West,Yearly,1073.0,214623
328,21.0,7.0,Agent,Small Business,Under Graduate,Male,4,Executive,2.0,Unmarried,17045,1.0,West,Yearly,1789.5,175994
329,11.0,4.0,Agent,Small Business,Under Graduate,Male,3,Executive,3.0,Single,16009,6.0,West,Half Yearly,747.0,93386
330,6.0,5.0,Third Party Partner,Salaried,Graduate,Male,3,Executive,5.0,Single,18348,5.0,North,Half Yearly,623.8,114161
331,10.0,12.0,Online,Salaried,Graduate,Male,4,Executive,3.0,Divorced,16281,2.0,West,Yearly,814.0,105826
332,20.0,9.0,Agent,Small Business,Under Graduate,Male,2,Executive,5.0,Divorced,17819,9.0,West,Quarterly,784.0,108981
333,7.0,14.0,Agent,Salaried,Graduate,Male,2,Manager,4.0,Divorced,19851,2.0,West,Quarterly,595.5,66699
334,6.0,13.0,Agent,Small Business,Diploma,Female,4,Manager,2.0,Single,19028,4.0,West,Yearly,1617.5,168207
335,14.0,14.0,Third Party Partner,Salaried,Graduate,Male,5,Executive,2.0,Married,17720,7.0,North,Yearly,1417.5,265091
336,9.0,18.0,Agent,Small Business,Diploma,Male,2,Manager,4.0,Divorced,23120,2.0,West,Quarterly,751.5,124732
337,15.0,3.0,Third Party Partner,Small Business,Under Graduate,Female,2,Manager,2.0,Married,19647,1.0,North,Quarterly,1473.5,147352
338,5.0,7.0,Agent,Salaried,Graduate,Male,2,Executive,2.0,Single,19680,1.0,North,Quarterly,1181.0,187747
339,9.0,3.0,Agent,Small Business,Under Graduate,Male,2,Executive,3.0,Divorced,18221,3.0,North,Quarterly,789.6666666666666,95538
340,22.0,27.0,Agent,Small Business,Under Graduate,Female,4,Senior Manager,4.0,Single,23621,2.0,West,Yearly,1358.25,228178
341,19.0,11.0,Agent,Salaried,Graduate,Female,3,Manager,3.0,Single,19577,3.0,North,Half Yearly,1240.0,236816
342,22.0,4.0,Agent,Large Business,Engineer,Female,4,Manager,3.0,Single,19553,6.0,North,Yearly,1434.0,162029
343,19.0,19.0,Agent,Small Business,Diploma,Male,3,Manager,2.0,Single,20396,8.0,West,Half Yearly,1937.5,292580
344,9.0,13.0,Third Party Partner,Large Business,Engineer,Male,3,Manager,3.0,Divorced,21796,8.0,West,Half Yearly,1453.0,251380
345,12.0,6.0,Agent,Salaried,Graduate,Female,2,Manager,2.0,Single,22625,4.0,West,Quarterly,1470.5,186769
346,8.0,19.0,Agent,Salaried,Graduate,Female,3,Senior Manager,5.0,Divorced,22412,3.0,North,Half Yearly,762.0,147067
347,8.0,8.0,Agent,Salaried,Graduate,Female,3,Senior Manager,2.0,Single,26159,10.0,West,Half Yearly,2092.5,253219
348,14.0,6.0,Agent,Small Business,Diploma,Male,3,Manager,5.0,Single,19960,5.0,West,Half Yearly,558.8,63712
349,4.0,13.0,Third Party Partner,Salaried,Graduate,Male,4,Senior Manager,5.0,Divorced,25475,3.0,West,Yearly,866.2,121261
350,5.0,5.0,Agent,Salaried,Graduate,Male,2,AVP,3.0,Divorced,23188,2.0,West,Quarterly,1789.0,248648
351,17.0,7.0,Agent,Salaried,MBA,Male,4,VP,2.0,Married,34141,7.0,North,Yearly,1707.0,308976
352,14.0,5.0,Agent,Small Business,Diploma,Male,3,Manager,5.0,Single,20405,12.0,West,Half Yearly,938.6,152996
353,6.0,34.0,Third Party Partner,Salaried,Graduate,Male,3,Senior Manager,5.0,Married,23793,1.0,West,Half Yearly,1142.0,139331
354,6.0,31.0,Agent,Salaried,MBA,Male,4,VP,3.0,Divorced,34189,31.0,West,Yearly,2051.3333333333335,404114
355,18.0,18.0,Agent,Small Business,Diploma,Male,3,Executive,4.0,Divorced,18875,9.0,West,Half Yearly,755.0,76255
356,14.0,17.0,Agent,Salaried,Graduate,Female,5,Executive,4.0,Unmarried,17216,4.0,North,Yearly,860.75,175994
357,31.0,6.0,Online,Salaried,Graduate,Female,2,Senior Manager,5.0,Divorced,26713,2.0,North,Quarterly,1228.8,153599
358,10.0,3.0,Agent,Salaried,Graduate,Female,3,Senior Manager,3.0,Single,22861,1.0,West,Half Yearly,838.3333333333334,124059
359,9.0,9.0,Online,Small Business,Under Graduate,Male,5,Executive,3.0,Single,18708,2.0,West,Yearly,623.6666666666666,84809
360,18.0,12.0,Third Party Partner,Small Business,Under Graduate,Female,3,AVP,3.0,Married,28770,12.0,West,Half Yearly,2014.0,322224
361,11.0,7.0,Agent,Small Business,Diploma,Male,3,Manager,2.0,Married,20304,1.0,West,Half Yearly,1116.5,123956
362,14.0,14.0,Agent,Salaried,Graduate,Male,3,Executive,3.0,Unmarried,17642,2.0,West,Half Yearly,1176.0,226993
363,17.0,17.0,Third Party Partner,Small Business,Under Graduate,Male,2,Executive,3.0,Married,17759,3.0,West,Quarterly,1124.6666666666667,178833
364,11.0,3.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,2.0,Divorced,21804,1.0,West,Yearly,1417.5,257941
365,13.0,18.0,Agent,Small Business,Under Graduate,Female,3,Manager,3.0,Single,21142,2.0,North,Half Yearly,1480.0,202751
366,2.0,2.0,Agent,Small Business,Under Graduate,Male,3,Executive,5.0,Divorced,17500,6.0,West,Half Yearly,385.0,43120
367,13.0,15.0,Agent,Salaried,MBA,Female,2,Manager,4.0,Divorced,21389,1.0,West,Quarterly,641.75,119992
368,16.0,5.0,Agent,Small Business,Under Graduate,Male,3,AVP,2.0,Divorced,26103,1.0,West,Half Yearly,1305.0,211434
369,10.0,10.0,Agent,Small Business,Under Graduate,Female,4,Executive,2.0,Unmarried,17342,1.0,West,Yearly,1040.5,144632
370,12.0,8.0,Agent,Small Business,Under Graduate,Female,4,Manager,5.0,Single,21811,6.0,West,Yearly,785.2,126416
371,2.0,4.0,Agent,Small Business,Diploma,Male,3,Executive,4.0,Married,17297,1.0,West,Half Yearly,519.0,61231
372,6.0,6.0,Agent,Salaried,Graduate,Male,3,Manager,2.0,Unmarried,17450,3.0,West,Half Yearly,960.0,127647
373,8.0,4.0,Online,Salaried,Graduate,Female,3,Manager,5.0,Married,20093,6.0,North,Half Yearly,803.8,140651
374,14.0,28.0,Third Party Partner,Salaried,Graduate,Male,3,Manager,2.0,Divorced,20309,9.0,North,Half Yearly,2335.5,418061
375,12.0,1.0,Agent,Small Business,Under Graduate,Male,3,Executive,3.0,Divorced,18057,1.0,North,Half Yearly,782.3333333333334,156494
376,19.0,5.0,Agent,Salaried,Graduate,Female,3,Manager,5.0,Married,20121,2.0,West,Half Yearly,925.6,99035
377,21.0,14.0,Agent,Small Business,Diploma,Male,4,AVP,5.0,Divorced,23058,7.0,West,Yearly,700.8,107928
378,18.0,18.0,Agent,Salaried,Post Graduate,Male,3,Executive,2.0,Unmarried,17686,2.0,North,Half Yearly,1768.5,298893
379,2.0,8.0,Agent,Small Business,Under Graduate,Female,3,Manager,2.0,Single,21180,1.0,West,Half Yearly,1059.0,176853
380,15.0,15.0,Agent,Large Business,Engineer,Male,5,Manager,3.0,Single,21632,3.0,West,Yearly,1225.6666666666667,201033
381,12.0,2.0,Agent,Small Business,Under Graduate,Male,2,Executive,3.0,Single,18505,2.0,North,Quarterly,987.0,101654
382,14.0,14.0,Third Party Partner,Salaried,Graduate,Female,1,Manager,3.0,Single,21397,2.0,North,Monthly,784.6666666666666,140435
383,24.0,24.0,Agent,Salaried,Post Graduate,Male,3,Manager,2.0,Single,21274,3.0,West,Half Yearly,2446.5,435479
384,6.0,12.0,Agent,Small Business,Under Graduate,Male,3,VP,5.0,Divorced,34859,12.0,North,Half Yearly,1185.2,182521
385,12.0,10.0,Online,Salaried,Graduate,Male,4,Senior Manager,5.0,Single,22587,4.0,North,Yearly,497.0,77021
386,10.0,10.0,Online,Small Business,Under Graduate,Male,3,Executive,2.0,Divorced,19258,5.0,West,Half Yearly,1733.0,311979
